conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1976188693032599602,Fri Oct 10 13:03:42 +0000 2025,0,@sakhawimuhsin @malaymail @PDRMsia @FIFAcom @HRHJohorII @chedetofficial Tuduhan bahwa @prabowo dan @erickthohir telah mengintervensi @FIFAcom terkait skandal dokumen palsu @FAM_Malaysia adalah aksi ceroboh yg membahayakan perdamaian di rantau Asia Tenggara. https://t.co/QuNgXwO9hV,1976634747314221107,,nuemontserrat,in,,0,0,0,https://x.com/undefined/status/1976634747314221107,1927656211308240896,
1976496576496533774,Fri Oct 10 12:58:15 +0000 2025,2,@asdmarch Sekarang @FAM_Malaysia banyak menikus sekadar menjunjung perintah. Kalau dulu kau kritik sedikit pasti tindakan akan diambil serta-merta ,1976633374296191364,,asdmarch,in,,0,0,1,https://x.com/undefined/status/1976633374296191364,1108532409996214272,
1976496576496533774,Fri Oct 10 12:15:59 +0000 2025,3,@asdmarch Tak hormat ? Tak hormat siapa sebut kan nama Dia cuma membela org yang paling byk berjasa untuk bola Klw bukan tmj siapa sebut satu nama yg bantu setel kan masalah bola kita Bygkan masalah fam tmj yg kena Bola Malaysia ni byk masalah Dari dulu pdg gaji Tmj jee astik tlg,1976622738543698180,,asdmarch,in,,1,7,0,https://x.com/undefined/status/1976622738543698180,1423441688186396677,
1976486758679445815,Fri Oct 10 12:06:15 +0000 2025,12,@FlashSukan Buabarin aja bang itu @FAM_Malaysia ga guna kalo apa apa masih ada intervensi dari Tuanku Mullet Jomok Bang Mail @hrhjohorII,1976620288269054216,,FlashSukan,in,,0,5,1,https://x.com/undefined/status/1976620288269054216,52000568,
1976486758679445815,Fri Oct 10 10:57:32 +0000 2025,177,@FlashSukan Dia jadikan FAM kambing hitam Sedangkan scouting plan and cari player itu semua kerja dia dah busuk jadikan fam kambing hitam ye ? Kahkah. Kau tipu bangsa j kau boleh la tapi bukan rakyat Malaysia.,1976602997833736379,,FlashSukan,in,,0,3,66,https://x.com/undefined/status/1976602997833736379,1925304814747230210,
1976588959414468616,Fri Oct 10 10:47:39 +0000 2025,7,@hannahyeoh @KBSMalaysia jangan guna dana ni ke FAM utk bayar pemain warisan . patih anak2 muda malaysia. hantar mereka bermain di luar negara,1976600508455588201,,hannahyeoh,in,,0,0,0,https://x.com/undefined/status/1976600508455588201,1786571982060077056,
1976536137729704036,Fri Oct 10 10:26:05 +0000 2025,0,@IlliFadli TMJ bukan presiden FAM tapi dia presiden kejayaan bola sepak Malaysia sebenar.,1976595082842353847,,IlliFadli,in,,0,0,0,https://x.com/undefined/status/1976595082842353847,1953114557318348803,
1976564497100738825,Fri Oct 10 10:16:50 +0000 2025,0,@wallpassjournal @FAM_Malaysia @saifnasution Kuncinya adalah akte lahir yang dikeluarkan kapan? kalau dikeluarkan baru-baru ini ya palsu kecuali akta dikeluarkan dari tahun 1933 bahwa lahir di malacca,1976592752843653610,,wallpassjournal,in,,0,0,0,https://x.com/undefined/status/1976592752843653610,1604177885916381184,
1974311905994125704,Fri Oct 10 09:53:32 +0000 2025,0,@FAM_Malaysia Buat MALUU,1976586891609993601,,FAM_Malaysia,in,,0,0,0,https://x.com/undefined/status/1976586891609993601,828404864090664961,
1976252706873651543,Fri Oct 10 09:46:16 +0000 2025,2,@ibrahimjunaidii @saifnasution @HRHJohorII Seperti apa perkembangan terkini dari para pecinta sepakbola Malaysia? Adakah mereka protes di depan kantor @FAM_Malaysia atau istana @HRHJohorII? Ini menyangkut masa depan sepakbola kalian.,1976585061974827365,,ibrahimjunaidii,in,,0,0,0,https://x.com/undefined/status/1976585061974827365,4031641045,
